question_id,passage_id,question_text,choice_1,choice_2,choice_3,choice_4,correct_answer,question_type,difficulty,manual_review,used_count
38,7,What decision changes the main character’s path in 'The Letter from Winter Hill'?,to help another person,to run away,to hide the truth,to give up,to help another person,Detail,3,False,0
39,7,"In 'The Letter from Winter Hill', what does a repeated image or object (such as 'light', 'river', or 'bridge') symbolize?",hope and renewal,anger and fear,sadness and regret,wealth and power,hope and renewal,Vocabulary,3,False,0
40,7,Why does the main character act differently near the end of 'The Letter from Winter Hill'?,they understand a deeper truth,they are punished,they are afraid,they forget their goal,they understand a deeper truth,Inference,3,False,0
41,7,What is the central theme of 'The Letter from Winter Hill'?,courage and empathy,luck and chance,competition and victory,mystery and fear,courage and empathy,Theme,3,False,0
42,7,How does the author make the ending of 'The Letter from Winter Hill' powerful?,by using vivid imagery and reflection,by adding a surprise villain,by changing the narrator,by ending in a joke,by using vivid imagery and reflection,Evaluation,3,False,0
43,8,Where does most of the story 'The Stone Lantern' take place?,at school,by the river,inside a house,in a city square,by the river,Literal,3,False,0
44,8,What decision changes the main character’s path in 'The Stone Lantern'?,to help another person,to run away,to hide the truth,to give up,to help another person,Detail,3,False,0
45,8,"In 'The Stone Lantern', what does a repeated image or object (such as 'light', 'river', or 'bridge') symbolize?",hope and renewal,anger and fear,sadness and regret,wealth and power,hope and renewal,Vocabulary,3,False,0
46,8,Why does the main character act differently near the end of 'The Stone Lantern'?,they understand a deeper truth,they are punished,they are afraid,they forget their goal,they understand a deeper truth,Inference,3,False,0
47,8,What is the central theme of 'The Stone Lantern'?,courage and empathy,luck and chance,competition and victory,mystery and fear,courage and empathy,Theme,3,False,0
48,8,How does the author make the ending of 'The Stone Lantern' powerful?,by using vivid imagery and reflection,by adding a surprise villain,by changing the narrator,by ending in a joke,by using vivid imagery and reflection,Evaluation,3,False,0
49,9,Where does most of the story 'The Signal Tower' take place?,at school,by the river,inside a house,in a city square,by the river,Literal,3,False,0
50,9,What decision changes the main character’s path in 'The Signal Tower'?,to help another person,to run away,to hide the truth,to give up,to help another person,Detail,3,False,0
51,9,"In 'The Signal Tower', what does a repeated image or object (such as 'light', 'river', or 'bridge') symbolize?",hope and renewal,anger and fear,sadness and regret,wealth and power,hope and renewal,Vocabulary,3,False,0
52,9,Why does the main character act differently near the end of 'The Signal Tower'?,they understand a deeper truth,they are punished,they are afraid,they forget their goal,they understand a deeper truth,Inference,3,False,0
53,9,What is the central theme of 'The Signal Tower'?,courage and empathy,luck and chance,competition and victory,mystery and fear,courage and empathy,Theme,3,False,0
54,9,How does the author make the ending of 'The Signal Tower' powerful?,by using vivid imagery and reflection,by adding a surprise villain,by changing the narrator,by ending in a joke,by using vivid imagery and reflection,Evaluation,3,False,0
55,10,Where does most of the story 'The Invisible Line' take place?,at school,by the river,inside a house,in a city square,by the river,Literal,2,False,0
56,10,What decision changes the main character’s path in 'The Invisible Line'?,to help another person,to run away,to hide the truth,to give up,to help another person,Detail,2,False,0
57,10,"In 'The Invisible Line', what does a repeated image or object (such as 'light', 'river', or 'bridge') symbolize?",hope and renewal,anger and fear,sadness and regret,wealth and power,hope and renewal,Vocabulary,2,False,0
58,10,Why does the main character act differently near the end of 'The Invisible Line'?,they understand a deeper truth,they are punished,they are afraid,they forget their goal,they understand a deeper truth,Inference,2,False,0
59,10,What is the central theme of 'The Invisible Line'?,courage and empathy,luck and chance,competition and victory,mystery and fear,courage and empathy,Theme,2,False,0
60,10,How does the author make the ending of 'The Invisible Line' powerful?,by using vivid imagery and reflection,by adding a surprise villain,by changing the narrator,by ending in a joke,by using vivid imagery and reflection,Evaluation,2,False,0
61,11,Where does most of the story 'The Debate Club' take place?,at school,by the river,inside a house,in a city square,by the river,Literal,2,False,0
62,11,What decision changes the main character’s path in 'The Debate Club'?,to help another person,to run away,to hide the truth,to give up,to help another person,Detail,2,False,0
63,11,"In 'The Debate Club', what does a repeated image or object (such as 'light', 'river', or 'bridge') symbolize?",hope and renewal,anger and fear,sadness and regret,wealth and power,hope and renewal,Vocabulary,2,False,0
64,11,Why does the main character act differently near the end of 'The Debate Club'?,they understand a deeper truth,they are punished,they are afraid,they forget their goal,they understand a deeper truth,Inference,2,False,0
65,11,What is the central theme of 'The Debate Club'?,courage and empathy,luck and chance,competition and victory,mystery and fear,courage and empathy,Theme,2,False,0
66,11,How does the author make the ending of 'The Debate Club' powerful?,by using vivid imagery and reflection,by adding a surprise villain,by changing the narrator,by ending in a joke,by using vivid imagery and reflection,Evaluation,2,False,0
67,12,Where does most of the story 'The Late Swimmer' take place?,at school,by the river,inside a house,in a city square,by the river,Literal,1,False,0
68,12,What decision changes the main character’s path in 'The Late Swimmer'?,to help another person,to run away,to hide the truth,to give up,to help another person,Detail,1,False,0
69,12,"In 'The Late Swimmer', what does a repeated image or object (such as 'light', 'river', or 'bridge') symbolize?",hope and renewal,anger and fear,sadness and regret,wealth and power,hope and renewal,Vocabulary,1,False,0
70,12,Why does the main character act differently near the end of 'The Late Swimmer'?,they understand a deeper truth,they are punished,they are afraid,they forget their goal,they understand a deeper truth,Inference,1,False,0
71,12,What is the central theme of 'The Late Swimmer'?,courage and empathy,luck and chance,competition and victory,mystery and fear,courage and empathy,Theme,1,False,0
72,12,How does the author make the ending of 'The Late Swimmer' powerful?,by using vivid imagery and reflection,by adding a surprise villain,by changing the narrator,by ending in a joke,by using vivid imagery and reflection,Evaluation,1,False,0
