question_id,passage_id,question_text,choice_1,choice_2,choice_3,choice_4,correct_answer,question_type,difficulty,manual_review,used_count
41,7,What is the central theme of 'The Immortal on the Bench'?,freedom and responsibility,luck and chance,technology and control,friendship and humor,freedom and responsibility,Theme,2,False,0
42,7,How does the author make the ending of 'The Immortal on the Bench' powerful?,by using imagery and reflection,by adding a twist,by introducing a new character,by ending in a question,by using imagery and reflection,Evaluation,2,False,0
43,8,What is the main setting of 'The House That Refused to End'?,a river valley,a city,a house,a tower,a city,Literal,2,False,0
44,8,What action changes the direction of events in 'The House That Refused to End'?,a brave decision,an accident,a lie told by a friend,a letter found,a brave decision,Detail,2,False,0
45,8,"In 'The House That Refused to End', what does a repeated image or object symbolize?",hope,fear,confusion,wealth,hope,Vocabulary,2,False,0
46,8,Why does the main character act differently near the end of 'The House That Refused to End'?,they realize a truth,they are forced,they win a prize,they run away,they realize a truth,Inference,2,False,0
47,8,What is the central theme of 'The House That Refused to End'?,freedom and responsibility,luck and chance,technology and control,friendship and humor,freedom and responsibility,Theme,2,False,0
48,8,How does the author make the ending of 'The House That Refused to End' powerful?,by using imagery and reflection,by adding a twist,by introducing a new character,by ending in a question,by using imagery and reflection,Evaluation,2,False,0
49,9,What is the main setting of 'The Glass City'?,a river valley,a city,a house,a tower,a city,Literal,3,False,0
50,9,What action changes the direction of events in 'The Glass City'?,a brave decision,an accident,a lie told by a friend,a letter found,a brave decision,Detail,3,False,0
51,9,"In 'The Glass City', what does a repeated image or object symbolize?",hope,fear,confusion,wealth,hope,Vocabulary,3,False,0
52,9,Why does the main character act differently near the end of 'The Glass City'?,they realize a truth,they are forced,they win a prize,they run away,they realize a truth,Inference,3,False,0
53,9,What is the central theme of 'The Glass City'?,freedom and responsibility,luck and chance,technology and control,friendship and humor,freedom and responsibility,Theme,3,False,0
54,9,How does the author make the ending of 'The Glass City' powerful?,by using imagery and reflection,by adding a twist,by introducing a new character,by ending in a question,by using imagery and reflection,Evaluation,3,False,0
55,10,What is the main setting of 'The Paper Rebellion'?,a river valley,a city,a house,a tower,a city,Literal,3,False,0
56,10,What action changes the direction of events in 'The Paper Rebellion'?,a brave decision,an accident,a lie told by a friend,a letter found,a brave decision,Detail,3,False,0
57,10,"In 'The Paper Rebellion', what does a repeated image or object symbolize?",hope,fear,confusion,wealth,hope,Vocabulary,3,False,0
58,10,Why does the main character act differently near the end of 'The Paper Rebellion'?,they realize a truth,they are forced,they win a prize,they run away,they realize a truth,Inference,3,False,0
59,10,What is the central theme of 'The Paper Rebellion'?,freedom and responsibility,luck and chance,technology and control,friendship and humor,freedom and responsibility,Theme,3,False,0
60,10,How does the author make the ending of 'The Paper Rebellion' powerful?,by using imagery and reflection,by adding a twist,by introducing a new character,by ending in a question,by using imagery and reflection,Evaluation,3,False,0
61,11,What is the main setting of 'The Algorithm’s Garden'?,a river valley,a city,a house,a tower,a city,Literal,3,False,0
62,11,What action changes the direction of events in 'The Algorithm’s Garden'?,a brave decision,an accident,a lie told by a friend,a letter found,a brave decision,Detail,3,False,0
63,11,"In 'The Algorithm’s Garden', what does a repeated image or object symbolize?",hope,fear,confusion,wealth,hope,Vocabulary,3,False,0
64,11,Why does the main character act differently near the end of 'The Algorithm’s Garden'?,they realize a truth,they are forced,they win a prize,they run away,they realize a truth,Inference,3,False,0
65,11,What is the central theme of 'The Algorithm’s Garden'?,freedom and responsibility,luck and chance,technology and control,friendship and humor,freedom and responsibility,Theme,3,False,0
66,11,How does the author make the ending of 'The Algorithm’s Garden' powerful?,by using imagery and reflection,by adding a twist,by introducing a new character,by ending in a question,by using imagery and reflection,Evaluation,3,False,0
67,12,What is the main setting of 'The Tower of Silence'?,a river valley,a city,a house,a tower,a city,Literal,3,False,0
68,12,What action changes the direction of events in 'The Tower of Silence'?,a brave decision,an accident,a lie told by a friend,a letter found,a brave decision,Detail,3,False,0
69,12,"In 'The Tower of Silence', what does a repeated image or object symbolize?",hope,fear,confusion,wealth,hope,Vocabulary,3,False,0
70,12,Why does the main character act differently near the end of 'The Tower of Silence'?,they realize a truth,they are forced,they win a prize,they run away,they realize a truth,Inference,3,False,0
71,12,What is the central theme of 'The Tower of Silence'?,freedom and responsibility,luck and chance,technology and control,friendship and humor,freedom and responsibility,Theme,3,False,0
72,12,How does the author make the ending of 'The Tower of Silence' powerful?,by using imagery and reflection,by adding a twist,by introducing a new character,by ending in a question,by using imagery and reflection,Evaluation,3,False,0
