id,created_at,question_text,choice_1,choice_2,choice_3,choice_4,correct_answer,section,question_type,level,difficulty,random_order,type,manual_review,media_url,updated_at,used_count
36,2025-10-16,I’ll meet you ___ 2 P.M. tomorrow.,at,on,in,of,at,Grammar,multiple choice,4,3,True,prepositions of time,False,,2025-10-16,0
37,2025-10-16,That accident broke out ___ 1999.,in,on,at,of,in,Grammar,multiple choice,4,3,True,prepositions of time,False,,2025-10-16,0
38,2025-10-16,She comes to the library ___ Saturdays.,on,in,at,to,on,Grammar,multiple choice,4,3,True,prepositions of time,False,,2025-10-16,0
39,2025-10-16,I can’t talk to you ___ the moment.,at,in,on,for,at,Grammar,multiple choice,4,3,True,prepositions of time,False,,2025-10-16,0
40,2025-10-16,You promised to meet me ___ my birthday.,on,in,at,when,on,Grammar,multiple choice,4,3,True,prepositions of time,False,,2025-10-16,0
41,2025-10-16,I will close the windows ___ the dust from coming in.,to prevent,prevent,to let,let,to prevent,Grammar,multiple choice,4,3,True,infinitives,False,,2025-10-16,0
42,2025-10-16,___ in the deep sea would be very dangerous.,to swim,swim,to fly,fly,to swim,Grammar,multiple choice,4,3,True,infinitives,False,,2025-10-16,0
43,2025-10-16,I like ___ in English with my family.,to speak,speak,to speaking,spoke,to speak,Grammar,multiple choice,4,3,True,infinitives,False,,2025-10-16,0
44,2025-10-16,"She tried ___ him from going, but it didn’t work.",to stop,stop,to start,start,to stop,Grammar,multiple choice,4,3,True,infinitives,False,,2025-10-16,0
45,2025-10-16,We refused ___ the greedy principal’s order.,to follow,follow,to command,command,to follow,Grammar,multiple choice,4,3,True,infinitives,False,,2025-10-16,0
46,2025-10-16,I promise you that I ___ finish my task by 5 P.M.,can,won’t,can’t,shouldn’t,can,Grammar,multiple choice,4,3,True,modals,False,,2025-10-16,0
47,2025-10-16,You ___ leave the classroom once you have finished your exam.,may,may not,will,won’t,may,Grammar,multiple choice,4,3,True,modals,False,,2025-10-16,0
48,2025-10-16,I ___ abroad and study next year.,will go,can went,going to,must went,will go,Grammar,multiple choice,4,3,True,modals,False,,2025-10-16,0
49,2025-10-16,You ___ go see a doctor before it gets worse.,should,can,will,are going to,should,Grammar,multiple choice,4,3,True,modals,False,,2025-10-16,0
50,2025-10-16,Tina ___ come see you in a minute.,will,must,have to,can,will,Grammar,multiple choice,4,3,True,modals,False,,2025-10-16,0
