id,created_at,question_text,choice_1,choice_2,choice_3,choice_4,correct_answer,section,question_type,level,difficulty,random_order,type,manual_review,media_url,updated_at,used_count
32,2025-10-16,Buy (X) They ___ vegetables.,don’t buy,doesn’t buy,don’t buys,doesn’t buys,don’t buy,Grammar,multiple choice,3,2,True,question and negative forms,False,,2025-10-16,0
33,2025-10-16,Drink (?) you ___ milk every day?,do / drink,do / drinks,does / drink,does / drinks,do / drink,Grammar,multiple choice,3,2,True,question and negative forms,False,,2025-10-16,0
34,2025-10-16,Listen (X) He ___ to any music.,doesn’t listen,don’t listen,doesn’t listens,don’t listens,doesn’t listen,Grammar,multiple choice,3,2,True,question and negative forms,False,,2025-10-16,0
35,2025-10-16,Leave (?) you ___ right now?,are / leaving,are / leave,is / leaving,is / leave,are / leaving,Grammar,multiple choice,3,2,True,question and negative forms,False,,2025-10-16,0
36,2025-10-16,Jack is sick. So he ___ to school.,can’t come,can’t comes,came,will come,can’t come,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0
37,2025-10-16,Jerry finished his homework. So he ___ with his friends.,will play,will plays,played,play,will play,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0
38,2025-10-16,Luke hurt his legs. So he ___ well.,can’t run,can’t runs,can’t go,can’t goes,can’t run,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0
39,2025-10-16,I ___ in my bedroom last night.,was,is,will be,am,was,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0
40,2025-10-16,Yesterday Tina ___ to my house.,came,come,will come,comes,came,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0
41,2025-10-16,My family ___ to the beach last month.,went,go,will go,goes,went,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0
42,2025-10-16,I ___ some cookies in the kitchen.,have,haves,haved,has,have,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0
43,2025-10-16,I like our neighbor. But my brother ___ our neighbor.,doesn’t like,don’t like,don’t hate,doesn’t hate,doesn’t like,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0
44,2025-10-16,It ___ rainy yesterday. But it is sunny today.,was,will be,is,am,was,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0
45,2025-10-16,She ___ good grades next year.,will get,will lose,will buy,will write,will get,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0
46,2025-10-16,Who ___ my pencil case?,took,get,will take,will get,took,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0
47,2025-10-16,Will you ___ some eggs when you come home?,buy,buys,buyes,bought,buy,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0
48,2025-10-16,Olivia ___ for her test.,is preparing,prepare,read,say,is preparing,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0
49,2025-10-16,Tim likes video games. And Andy also ___ video games.,likes,hates,like,hate,likes,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0
50,2025-10-16,"Pete went up the stairs. Steve went up, too. So Steve ___ Pete.",followed,follow,go,goed,followed,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0
